;;;weiblich;männlich;
2007;Mesotheliom (C45);85+;33;68;
2007;Kaposi-Syndrom (C46);0 - 4;0;0;
2007;Kaposi-Syndrom (C46);5 - 9;0;0;
2007;Kaposi-Syndrom (C46);10 - 14;0;0;
2007;Kaposi-Syndrom (C46);15 - 19;0;0;
2007;Kaposi-Syndrom (C46);20 - 24;2;0;
2007;Kaposi-Syndrom (C46);25 - 29;3;12;
2007;Kaposi-Syndrom (C46);30 - 34;0;4;
2007;Kaposi-Syndrom (C46);35 - 39;2;13;
2007;Kaposi-Syndrom (C46);40 - 44;0;18;
2007;Kaposi-Syndrom (C46);45 - 49;2;12;
2007;Kaposi-Syndrom (C46);50 - 54;1;13;
2007;Kaposi-Syndrom (C46);55 - 59;0;6;
2007;Kaposi-Syndrom (C46);60 - 64;0;12;
2007;Kaposi-Syndrom (C46);65 - 69;2;10;
2007;Kaposi-Syndrom (C46);70 - 74;2;6;
2007;Kaposi-Syndrom (C46);75 - 79;3;5;
2007;Kaposi-Syndrom (C46);80 - 84;4;4;
2007;Kaposi-Syndrom (C46);85+;4;9;
2007;periphere Nerven u. autonomes Nervensystem (C47);0 - 4;22;31;
2007;periphere Nerven u. autonomes Nervensystem (C47);5 - 9;1;3;
2007;periphere Nerven u. autonomes Nervensystem (C47);10 - 14;0;0;
2007;periphere Nerven u. autonomes Nervensystem (C47);15 - 19;1;1;
2007;periphere Nerven u. autonomes Nervensystem (C47);20 - 24;0;1;
2007;periphere Nerven u. autonomes Nervensystem (C47);25 - 29;2;0;
2007;periphere Nerven u. autonomes Nervensystem (C47);30 - 34;2;4;
2007;periphere Nerven u. autonomes Nervensystem (C47);35 - 39;2;6;
2007;periphere Nerven u. autonomes Nervensystem (C47);40 - 44;0;6;
2007;periphere Nerven u. autonomes Nervensystem (C47);45 - 49;3;6;
2007;periphere Nerven u. autonomes Nervensystem (C47);50 - 54;5;3;
2007;periphere Nerven u. autonomes Nervensystem (C47);55 - 59;1;2;
2007;periphere Nerven u. autonomes Nervensystem (C47);60 - 64;5;2;
2007;periphere Nerven u. autonomes Nervensystem (C47);65 - 69;9;7;
2007;periphere Nerven u. autonomes Nervensystem (C47);70 - 74;8;9;
2007;periphere Nerven u. autonomes Nervensystem (C47);75 - 79;6;8;
2007;periphere Nerven u. autonomes Nervensystem (C47);80 - 84;8;9;
2007;periphere Nerven u. autonomes Nervensystem (C47);85+;6;0;
2007;Retroperitoneum u. Peritoneum (C48);0 - 4;1;3;
2007;Retroperitoneum u. Peritoneum (C48);5 - 9;0;0;
2007;Retroperitoneum u. Peritoneum (C48);10 - 14;0;0;
2007;Retroperitoneum u. Peritoneum (C48);15 - 19;0;0;
2007;Retroperitoneum u. Peritoneum (C48);20 - 24;0;6;
2007;Retroperitoneum u. Peritoneum (C48);25 - 29;1;3;
2007;Retroperitoneum u. Peritoneum (C48);30 - 34;1;3;
2007;Retroperitoneum u. Peritoneum (C48);35 - 39;10;7;
2007;Retroperitoneum u. Peritoneum (C48);40 - 44;1;7;
2007;Retroperitoneum u. Peritoneum (C48);45 - 49;5;16;
2007;Retroperitoneum u. Peritoneum (C48);50 - 54;16;13;
2007;Retroperitoneum u. Peritoneum (C48);55 - 59;29;19;
2007;Retroperitoneum u. Peritoneum (C48);60 - 64;31;20;
2007;Retroperitoneum u. Peritoneum (C48);65 - 69;77;30;
2007;Retroperitoneum u. Peritoneum (C48);70 - 74;59;32;
2007;Retroperitoneum u. Peritoneum (C48);75 - 79;56;19;
2007;Retroperitoneum u. Peritoneum (C48);80 - 84;42;12;
2007;Retroperitoneum u. Peritoneum (C48);85+;24;1;
2007;sonstg. Bindegewebe u. a. Weichteile (C49);0 - 4;15;15;
2007;sonstg. Bindegewebe u. a. Weichteile (C49);5 - 9;7;7;
2007;sonstg. Bindegewebe u. a. Weichteile (C49);10 - 14;13;10;
2007;sonstg. Bindegewebe u. a. Weichteile (C49);15 - 19;20;23;
2007;sonstg. Bindegewebe u. a. Weichteile (C49);20 - 24;16;21;
2007;sonstg. Bindegewebe u. a. Weichteile (C49);25 - 29;24;23;
2007;sonstg. Bindegewebe u. a. Weichteile (C49);30 - 34;20;32;
2007;sonstg. Bindegewebe u. a. Weichteile (C49);35 - 39;46;50;
2007;sonstg. Bindegewebe u. a. Weichteile (C49);40 - 44;56;71;
2007;sonstg. Bindegewebe u. a. Weichteile (C49);45 - 49;86;57;
2007;sonstg. Bindegewebe u. a. Weichteile (C49);50 - 54;79;93;
2007;sonstg. Bindegewebe u. a. Weichteile (C49);55 - 59;81;113;
2007;sonstg. Bindegewebe u. a. Weichteile (C49);60 - 64;100;97;
2007;sonstg. Bindegewebe u. a. Weichteile (C49);65 - 69;157;190;
2007;sonstg. Bindegewebe u. a. Weichteile (C49);70 - 74;132;188;
2007;sonstg. Bindegewebe u. a. Weichteile (C49);75 - 79;120;137;
2007;sonstg. Bindegewebe u. a. Weichteile (C49);80 - 84;122;93;
2007;sonstg. Bindegewebe u. a. Weichteile (C49);85+;120;99;
2007;Brustdrüse (C50);0 - 4;0;0;
2007;Brustdrüse (C50);5 - 9;0;0;
2007;Brustdrüse (C50);10 - 14;0;0;
2007;Brustdrüse (C50);15 - 19;7;0;
2007;Brustdrüse (C50);20 - 24;40;0;
2007;Brustdrüse (C50);25 - 29;204;0;
2007;Brustdrüse (C50);30 - 34;647;1;
2007;Brustdrüse (C50);35 - 39;1.731;5;
2007;Brustdrüse (C50);40 - 44;3.928;12;
2007;Brustdrüse (C50);45 - 49;5.840;18;
2007;Brustdrüse (C50);50 - 54;6.571;18;
2007;Brustdrüse (C50);55 - 59;7.397;42;
2007;Brustdrüse (C50);60 - 64;7.972;65;
2007;Brustdrüse (C50);65 - 69;11.389;109;
2007;Brustdrüse (C50);70 - 74;7.536;97;
2007;Brustdrüse (C50);75 - 79;5.897;93;
2007;Brustdrüse (C50);80 - 84;5.283;51;
2007;Brustdrüse (C50);85+;4.961;26;
2007;Vulva (C51);0 - 4;0;x;
2007;Vulva (C51);5 - 9;0;x;
2007;Vulva (C51);10 - 14;0;x;
2007;Vulva (C51);15 - 19;1;x;
2007;Vulva (C51);20 - 24;4;x;
2007;Vulva (C51);25 - 29;11;x;
2007;Vulva (C51);30 - 34;33;x;
2007;Vulva (C51);35 - 39;53;x;
2007;Vulva (C51);40 - 44;102;x;
2007;Vulva (C51);45 - 49;163;x;
2007;Vulva (C51);50 - 54;143;x;
2007;Vulva (C51);55 - 59;190;x;
2007;Vulva (C51);60 - 64;181;x;
2007;Vulva (C51);65 - 69;321;x;
2007;Vulva (C51);70 - 74;354;x;
2007;Vulva (C51);75 - 79;379;x;
2007;Vulva (C51);80 - 84;361;x;
2007;Vulva (C51);85+;374;x;
2007;Vagina (C52);0 - 4;1;x;
2007;Vagina (C52);5 - 9;0;x;
2007;Vagina (C52);10 - 14;2;x;
2007;Vagina (C52);15 - 19;1;x;
2007;Vagina (C52);20 - 24;0;x;
2007;Vagina (C52);25 - 29;1;x;
2007;Vagina (C52);30 - 34;3;x;
2007;Vagina (C52);35 - 39;9;x;
2007;Vagina (C52);40 - 44;12;x;
2007;Vagina (C52);45 - 49;20;x;
2007;Vagina (C52);50 - 54;15;x;
2007;Vagina (C52);55 - 59;28;x;
2007;Vagina (C52);60 - 64;32;x;
2007;Vagina (C52);65 - 69;60;x;
2007;Vagina (C52);70 - 74;65;x;
2007;Vagina (C52);75 - 79;71;x;
2007;Vagina (C52);80 - 84;65;x;
2007;Vagina (C52);85+;80;x;
2007;Gebärmutterhals (C53);0 - 4;0;x;
2007;Gebärmutterhals (C53);5 - 9;0;x;
2007;Gebärmutterhals (C53);10 - 14;0;x;
2007;Gebärmutterhals (C53);15 - 19;5;x;
2007;Gebärmutterhals (C53);20 - 24;34;x;
2007;Gebärmutterhals (C53);25 - 29;129;x;
2007;Gebärmutterhals (C53);30 - 34;266;x;
2007;Gebärmutterhals (C53);35 - 39;532;x;
2007;Gebärmutterhals (C53);40 - 44;677;x;
2007;Gebärmutterhals (C53);45 - 49;625;x;
2007;Gebärmutterhals (C53);50 - 54;477;x;
2007;Gebärmutterhals (C53);55 - 59;424;x;
2007;Gebärmutterhals (C53);60 - 64;297;x;
2007;Gebärmutterhals (C53);65 - 69;394;x;
2007;Gebärmutterhals (C53);70 - 74;354;x;
2007;Gebärmutterhals (C53);75 - 79;262;x;
2007;Gebärmutterhals (C53);80 - 84;234;x;
2007;Gebärmutterhals (C53);85+;237;x;
2007;Gebärmutterkörper (C54-C55);0 - 4;0;x;
2007;Gebärmutterkörper (C54-C55);5 - 9;0;x;
2007;Gebärmutterkörper (C54-C55);10 - 14;0;x;
2007;Gebärmutterkörper (C54-C55);15 - 19;0;x;
2007;Gebärmutterkörper (C54-C55);20 - 24;1;x;
2007;Gebärmutterkörper (C54-C55);25 - 29;5;x;
2007;Gebärmutterkörper (C54-C55);30 - 34;32;x;
2007;Gebärmutterkörper (C54-C55);35 - 39;93;x;
2007;Gebärmutterkörper (C54-C55);40 - 44;210;x;
2007;Gebärmutterkörper (C54-C55);45 - 49;443;x;
2007;Gebärmutterkörper (C54-C55);50 - 54;745;x;
2007;Gebärmutterkörper (C54-C55);55 - 59;1.119;x;
2007;Gebärmutterkörper (C54-C55);60 - 64;1.296;x;
2007;Gebärmutterkörper (C54-C55);65 - 69;2.074;x;
2007;Gebärmutterkörper (C54-C55);70 - 74;1.844;x;
2007;Gebärmutterkörper (C54-C55);75 - 79;1.482;x;
2007;Gebärmutterkörper (C54-C55);80 - 84;1.168;x;
2007;Gebärmutterkörper (C54-C55);85+;875;x;
2007;Eierstöcke (C56);0 - 4;0;x;
2007;Eierstöcke (C56);5 - 9;1;x;
2007;Eierstöcke (C56);10 - 14;6;x;
2007;Eierstöcke (C56);15 - 19;28;x;
2007;Eierstöcke (C56);20 - 24;26;x;
2007;Eierstöcke (C56);25 - 29;46;x;
2007;Eierstöcke (C56);30 - 34;55;x;
2007;Eierstöcke (C56);35 - 39;154;x;
2007;Eierstöcke (C56);40 - 44;284;x;
2007;Eierstöcke (C56);45 - 49;501;x;
2007;Eierstöcke (C56);50 - 54;609;x;
2007;Eierstöcke (C56);55 - 59;749;x;
2007;Eierstöcke (C56);60 - 64;778;x;
2007;Eierstöcke (C56);65 - 69;1.262;x;
2007;Eierstöcke (C56);70 - 74;1.166;x;
2007;Eierstöcke (C56);75 - 79;1.066;x;
2007;Eierstöcke (C56);80 - 84;897;x;
2007;Eierstöcke (C56);85+;779;x;
2007;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);0 - 4;0;x;
2007;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);5 - 9;0;x;
2007;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);10 - 14;0;x;
2007;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);15 - 19;0;x;
2007;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);20 - 24;0;x;
2007;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);25 - 29;0;x;
2007;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);30 - 34;0;x;
2007;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);35 - 39;2;x;
2007;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);40 - 44;8;x;
2007;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);45 - 49;9;x;
2007;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);50 - 54;37;x;
2007;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);55 - 59;43;x;
2007;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);60 - 64;40;x;
2007;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);65 - 69;98;x;
2007;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);70 - 74;78;x;
2007;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);75 - 79;68;x;
2007;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);80 - 84;71;x;
2007;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);85+;86;x;
2007;Plazenta (C58);0 - 4;0;x;
2007;Plazenta (C58);5 - 9;0;x;
2007;Plazenta (C58);10 - 14;0;x;
2007;Plazenta (C58);15 - 19;0;x;
2007;Plazenta (C58);20 - 24;0;x;
2007;Plazenta (C58);25 - 29;1;x;
2007;Plazenta (C58);30 - 34;4;x;
2007;Plazenta (C58);35 - 39;2;x;
2007;Plazenta (C58);40 - 44;3;x;
2007;Plazenta (C58);45 - 49;0;x;
2007;Plazenta (C58);50 - 54;4;x;
2007;Plazenta (C58);55 - 59;0;x;
2007;Plazenta (C58);60 - 64;0;x;
2007;Plazenta (C58);65 - 69;0;x;
2007;Plazenta (C58);70 - 74;0;x;
2007;Plazenta (C58);75 - 79;0;x;
2007;Plazenta (C58);80 - 84;0;x;
2007;Plazenta (C58);85+;0;x;
2007;Penis (C60);0 - 4;x;0;
2007;Penis (C60);5 - 9;x;0;
2007;Penis (C60);10 - 14;x;0;
2007;Penis (C60);15 - 19;x;0;
2007;Penis (C60);20 - 24;x;0;
2007;Penis (C60);25 - 29;x;0;
2007;Penis (C60);30 - 34;x;7;
2007;Penis (C60);35 - 39;x;14;
2007;Penis (C60);40 - 44;x;22;
2007;Penis (C60);45 - 49;x;33;
2007;Penis (C60);50 - 54;x;47;
2007;Penis (C60);55 - 59;x;70;
2007;Penis (C60);60 - 64;x;117;
2007;Penis (C60);65 - 69;x;116;
2007;Penis (C60);70 - 74;x;117;
2007;Penis (C60);75 - 79;x;89;
2007;Penis (C60);80 - 84;x;67;
2007;Penis (C60);85+;x;62;
2007;Prostata (C61);0 - 4;x;0;
2007;Prostata (C61);5 - 9;x;0;
2007;Prostata (C61);10 - 14;x;0;
2007;Prostata (C61);15 - 19;x;3;
2007;Prostata (C61);20 - 24;x;3;
2007;Prostata (C61);25 - 29;x;0;
2007;Prostata (C61);30 - 34;x;1;
2007;Prostata (C61);35 - 39;x;14;
2007;Prostata (C61);40 - 44;x;111;
2007;Prostata (C61);45 - 49;x;554;
2007;Prostata (C61);50 - 54;x;1.805;
2007;Prostata (C61);55 - 59;x;4.759;
2007;Prostata (C61);60 - 64;x;8.759;
2007;Prostata (C61);65 - 69;x;17.110;
2007;Prostata (C61);70 - 74;x;15.154;
2007;Prostata (C61);75 - 79;x;10.744;
2007;Prostata (C61);80 - 84;x;5.544;
2007;Prostata (C61);85+;x;3.726;
2007;Hoden (C62);0 - 4;x;6;
2007;Hoden (C62);5 - 9;x;1;
2007;Hoden (C62);10 - 14;x;4;
2007;Hoden (C62);15 - 19;x;118;
2007;Hoden (C62);20 - 24;x;399;
2007;Hoden (C62);25 - 29;x;560;
2007;Hoden (C62);30 - 34;x;601;
2007;Hoden (C62);35 - 39;x;783;
2007;Hoden (C62);40 - 44;x;778;
2007;Hoden (C62);45 - 49;x;461;
2007;Hoden (C62);50 - 54;x;241;
2007;Hoden (C62);55 - 59;x;134;
2007;Hoden (C62);60 - 64;x;73;
2007;Hoden (C62);65 - 69;x;57;
2007;Hoden (C62);70 - 74;x;49;
2007;Hoden (C62);75 - 79;x;21;
2007;Hoden (C62);80 - 84;x;18;
2007;Hoden (C62);85+;x;16;
2007;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);0 - 4;x;2;
2007;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);5 - 9;x;1;
2007;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);10 - 14;x;0;
2007;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);15 - 19;x;2;
2007;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);20 - 24;x;2;
2007;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);25 - 29;x;0;
2007;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);30 - 34;x;0;
2007;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);35 - 39;x;4;
2007;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);40 - 44;x;3;
2007;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);45 - 49;x;4;
2007;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);50 - 54;x;6;
2007;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);55 - 59;x;3;
2007;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);60 - 64;x;7;
2007;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);65 - 69;x;13;
2007;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);70 - 74;x;20;
2007;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);75 - 79;x;8;
2007;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);80 - 84;x;8;
2007;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);85+;x;13;
2007;Niere (C64);0 - 4;33;37;
2007;Niere (C64);5 - 9;17;14;
2007;Niere (C64);10 - 14;3;4;
2007;Niere (C64);15 - 19;1;2;
2007;Niere (C64);20 - 24;2;6;
2007;Niere (C64);25 - 29;18;15;
2007;Niere (C64);30 - 34;17;29;
2007;Niere (C64);35 - 39;53;113;
2007;Niere (C64);40 - 44;120;229;
2007;Niere (C64);45 - 49;174;393;
2007;Niere (C64);50 - 54;288;626;
2007;Niere (C64);55 - 59;406;928;
2007;Niere (C64);60 - 64;492;1.046;
2007;Niere (C64);65 - 69;911;1.744;
2007;Niere (C64);70 - 74;993;1.543;
2007;Niere (C64);75 - 79;920;1.143;
2007;Niere (C64);80 - 84;698;597;
2007;Niere (C64);85+;444;263;
2007;Nierenbecken (C65);0 - 4;0;0;
2007;Nierenbecken (C65);5 - 9;0;0;
2007;Nierenbecken (C65);10 - 14;0;0;
2007;Nierenbecken (C65);15 - 19;0;0;
2007;Nierenbecken (C65);20 - 24;0;0;
2007;Nierenbecken (C65);25 - 29;0;0;
2007;Nierenbecken (C65);30 - 34;0;0;
2007;Nierenbecken (C65);35 - 39;2;3;
2007;Nierenbecken (C65);40 - 44;4;10;
2007;Nierenbecken (C65);45 - 49;6;22;
2007;Nierenbecken (C65);50 - 54;9;21;
2007;Nierenbecken (C65);55 - 59;30;49;
2007;Nierenbecken (C65);60 - 64;40;62;
2007;Nierenbecken (C65);65 - 69;74;115;
2007;Nierenbecken (C65);70 - 74;86;114;
2007;Nierenbecken (C65);75 - 79;107;137;
2007;Nierenbecken (C65);80 - 84;105;78;
2007;Nierenbecken (C65);85+;52;40;
2007;Harnleiter (C66);0 - 4;0;0;
2007;Harnleiter (C66);5 - 9;0;0;
2007;Harnleiter (C66);10 - 14;0;0;
2007;Harnleiter (C66);15 - 19;0;0;
2007;Harnleiter (C66);20 - 24;0;0;
2007;Harnleiter (C66);25 - 29;0;0;
2007;Harnleiter (C66);30 - 34;0;0;
2007;Harnleiter (C66);35 - 39;0;0;
2007;Harnleiter (C66);40 - 44;1;4;
2007;Harnleiter (C66);45 - 49;4;4;
2007;Harnleiter (C66);50 - 54;7;11;
2007;Harnleiter (C66);55 - 59;10;24;
2007;Harnleiter (C66);60 - 64;17;32;
2007;Harnleiter (C66);65 - 69;15;63;
2007;Harnleiter (C66);70 - 74;43;75;
2007;Harnleiter (C66);75 - 79;52;74;
2007;Harnleiter (C66);80 - 84;36;39;
2007;Harnleiter (C66);85+;33;26;
2007;Harnblase (C67);0 - 4;1;2;
2007;Harnblase (C67);5 - 9;0;0;
2007;Harnblase (C67);10 - 14;1;0;
2007;Harnblase (C67);15 - 19;0;1;
2007;Harnblase (C67);20 - 24;0;7;
2007;Harnblase (C67);25 - 29;4;7;
2007;Harnblase (C67);30 - 34;7;11;
2007;Harnblase (C67);35 - 39;13;41;
2007;Harnblase (C67);40 - 44;42;92;
2007;Harnblase (C67);45 - 49;86;240;
2007;Harnblase (C67);50 - 54;127;418;
2007;Harnblase (C67);55 - 59;218;727;
2007;Harnblase (C67);60 - 64;273;918;
2007;Harnblase (C67);65 - 69;526;1.899;
2007;Harnblase (C67);70 - 74;594;2.030;
2007;Harnblase (C67);75 - 79;715;2.123;
2007;Harnblase (C67);80 - 84;813;1.729;
2007;Harnblase (C67);85+;935;1.128;
2007;sonstg./n.n.bez. Harnorgane (C68);0 - 4;0;0;
2007;sonstg./n.n.bez. Harnorgane (C68);5 - 9;0;0;
2007;sonstg./n.n.bez. Harnorgane (C68);10 - 14;0;0;
2007;sonstg./n.n.bez. Harnorgane (C68);15 - 19;0;0;
2007;sonstg./n.n.bez. Harnorgane (C68);20 - 24;0;0;
2007;sonstg./n.n.bez. Harnorgane (C68);25 - 29;0;1;
2007;sonstg./n.n.bez. Harnorgane (C68);30 - 34;0;2;
2007;sonstg./n.n.bez. Harnorgane (C68);35 - 39;1;0;
2007;sonstg./n.n.bez. Harnorgane (C68);40 - 44;0;2;
2007;sonstg./n.n.bez. Harnorgane (C68);45 - 49;2;5;
2007;sonstg./n.n.bez. Harnorgane (C68);50 - 54;8;10;
2007;sonstg./n.n.bez. Harnorgane (C68);55 - 59;6;19;
2007;sonstg./n.n.bez. Harnorgane (C68);60 - 64;10;25;
2007;sonstg./n.n.bez. Harnorgane (C68);65 - 69;9;41;
2007;sonstg./n.n.bez. Harnorgane (C68);70 - 74;26;57;
2007;sonstg./n.n.bez. Harnorgane (C68);75 - 79;25;74;
2007;sonstg./n.n.bez. Harnorgane (C68);80 - 84;38;70;
2007;sonstg./n.n.bez. Harnorgane (C68);85+;47;71;
2007;Auge (C69);0 - 4;26;29;
2007;Auge (C69);5 - 9;0;0;
2007;Auge (C69);10 - 14;1;3;
2007;Auge (C69);15 - 19;0;3;
2007;Auge (C69);20 - 24;2;2;
2007;Auge (C69);25 - 29;7;0;
2007;Auge (C69);30 - 34;8;6;
2007;Auge (C69);35 - 39;6;16;
2007;Auge (C69);40 - 44;24;34;
2007;Auge (C69);45 - 49;25;43;
2007;Auge (C69);50 - 54;52;42;
2007;Auge (C69);55 - 59;61;47;
2007;Auge (C69);60 - 64;52;61;
2007;Auge (C69);65 - 69;75;103;
2007;Auge (C69);70 - 74;86;83;
2007;Auge (C69);75 - 79;62;83;
2007;Auge (C69);80 - 84;62;34;
2007;Auge (C69);85+;52;32;
2007;Zentrales Nervensystem (C70-C72);0 - 4;48;50;
2007;Zentrales Nervensystem (C70-C72);5 - 9;33;47;
2007;Zentrales Nervensystem (C70-C72);10 - 14;31;39;
2007;Zentrales Nervensystem (C70-C72);15 - 19;36;48;
2007;Zentrales Nervensystem (C70-C72);20 - 24;38;57;
2007;Zentrales Nervensystem (C70-C72);25 - 29;81;96;
2007;Zentrales Nervensystem (C70-C72);30 - 34;76;111;
2007;Zentrales Nervensystem (C70-C72);35 - 39;100;135;
2007;Zentrales Nervensystem (C70-C72);40 - 44;151;221;
2007;Zentrales Nervensystem (C70-C72);45 - 49;174;262;
2007;Zentrales Nervensystem (C70-C72);50 - 54;204;293;
2007;Zentrales Nervensystem (C70-C72);55 - 59;240;317;
2007;Zentrales Nervensystem (C70-C72);60 - 64;283;387;
2007;Zentrales Nervensystem (C70-C72);65 - 69;465;544;
2007;Zentrales Nervensystem (C70-C72);70 - 74;418;456;
2007;Zentrales Nervensystem (C70-C72);75 - 79;362;375;
2007;Zentrales Nervensystem (C70-C72);80 - 84;276;199;
2007;Zentrales Nervensystem (C70-C72);85+;196;115;
2007;Schilddrüse (C73);0 - 4;0;0;
2007;Schilddrüse (C73);5 - 9;3;1;
2007;Schilddrüse (C73);10 - 14;4;6;
2007;Schilddrüse (C73);15 - 19;46;10;
2007;Schilddrüse (C73);20 - 24;86;22;
2007;Schilddrüse (C73);25 - 29;168;39;
2007;Schilddrüse (C73);30 - 34;206;70;
2007;Schilddrüse (C73);35 - 39;328;112;
2007;Schilddrüse (C73);40 - 44;467;162;
2007;Schilddrüse (C73);45 - 49;425;152;
2007;Schilddrüse (C73);50 - 54;429;190;
2007;Schilddrüse (C73);55 - 59;421;180;
2007;Schilddrüse (C73);60 - 64;290;177;
2007;Schilddrüse (C73);65 - 69;412;215;
2007;Schilddrüse (C73);70 - 74;287;156;
2007;Schilddrüse (C73);75 - 79;212;120;
2007;Schilddrüse (C73);80 - 84;127;39;
2007;Schilddrüse (C73);85+;111;23;
2007;Nebenniere (C74);0 - 4;28;25;
2007;Nebenniere (C74);5 - 9;3;0;
2007;Nebenniere (C74);10 - 14;0;0;
2007;Nebenniere (C74);15 - 19;1;0;
2007;Nebenniere (C74);20 - 24;0;3;
2007;Nebenniere (C74);25 - 29;1;1;
2007;Nebenniere (C74);30 - 34;4;1;
2007;Nebenniere (C74);35 - 39;5;6;
2007;Nebenniere (C74);40 - 44;8;6;
2007;Nebenniere (C74);45 - 49;9;10;
2007;Nebenniere (C74);50 - 54;8;12;
2007;Nebenniere (C74);55 - 59;15;14;
2007;Nebenniere (C74);60 - 64;20;14;
2007;Nebenniere (C74);65 - 69;16;14;
2007;Nebenniere (C74);70 - 74;18;12;
2007;Nebenniere (C74);75 - 79;9;9;
2007;Nebenniere (C74);80 - 84;8;7;
2007;Nebenniere (C74);85+;5;4;
2007;sonstg. endokrine Drüsen u. verw. Strukturen (C75);0 - 4;0;0;
2007;sonstg. endokrine Drüsen u. verw. Strukturen (C75);5 - 9;1;0;
2007;sonstg. endokrine Drüsen u. verw. Strukturen (C75);10 - 14;1;0;
2007;sonstg. endokrine Drüsen u. verw. Strukturen (C75);15 - 19;0;4;
2007;sonstg. endokrine Drüsen u. verw. Strukturen (C75);20 - 24;4;2;
2007;sonstg. endokrine Drüsen u. verw. Strukturen (C75);25 - 29;2;0;
2007;sonstg. endokrine Drüsen u. verw. Strukturen (C75);30 - 34;3;4;
2007;sonstg. endokrine Drüsen u. verw. Strukturen (C75);35 - 39;2;3;
2007;sonstg. endokrine Drüsen u. verw. Strukturen (C75);40 - 44;1;1;
2007;sonstg. endokrine Drüsen u. verw. Strukturen (C75);45 - 49;3;6;
2007;sonstg. endokrine Drüsen u. verw. Strukturen (C75);50 - 54;4;5;
2007;sonstg. endokrine Drüsen u. verw. Strukturen (C75);55 - 59;6;5;
2007;sonstg. endokrine Drüsen u. verw. Strukturen (C75);60 - 64;1;6;
2007;sonstg. endokrine Drüsen u. verw. Strukturen (C75);65 - 69;10;11;
2007;sonstg. endokrine Drüsen u. verw. Strukturen (C75);70 - 74;6;7;
2007;sonstg. endokrine Drüsen u. verw. Strukturen (C75);75 - 79;4;8;
2007;sonstg. endokrine Drüsen u. verw. Strukturen (C75);80 - 84;7;2;
2007;sonstg. endokrine Drüsen u. verw. Strukturen (C75);85+;1;2;
2007;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);0 - 4;2;1;
2007;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);5 - 9;0;0;
2007;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);10 - 14;0;2;
2007;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);15 - 19;3;6;
2007;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);20 - 24;6;13;
2007;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);25 - 29;8;11;
2007;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);30 - 34;13;22;
2007;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);35 - 39;44;29;
2007;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);40 - 44;76;101;
2007;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);45 - 49;143;187;
2007;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);50 - 54;195;333;
2007;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);55 - 59;322;482;
2007;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);60 - 64;342;541;
2007;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);65 - 69;594;960;
2007;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);70 - 74;678;906;
